idx,g_1,g_2,y,c_1,p_c_1,c_2,p_c_2,p,pb
0,9,0,9,9,0.9994609951972961,0,0.9999980926513672,9,0.9994590878486633
1,3,2,5,3,0.999854564666748,2,0.9999998807907104,5,0.9998544454574585
2,7,4,11,7,0.9999998807907104,4,0.9988682270050049,11,0.9988681077957153
3,6,9,15,6,0.9999998807907104,9,0.9961230158805847,15,0.9961228966712952
4,1,1,2,1,0.9999911785125732,1,0.9998201727867126,2,0.9998113512992859
5,6,4,10,6,0.9999995231628418,4,0.9931697845458984,10,0.9931693077087402
6,1,2,3,1,0.9998937845230103,2,0.9812893271446228,3,0.9811850786209106
7,6,2,8,6,0.9999959468841553,2,0.995404839515686,8,0.9954007863998413
8,7,3,10,7,0.9996621608734131,3,0.9999983310699463,10,0.9996604919433594
9,4,6,10,4,1.0,6,0.9999992847442627,10,0.9999992847442627
10,9,7,16,9,0.9999126195907593,7,0.995414137840271,16,0.9953271746635437
11,7,9,16,7,0.9893783926963806,9,0.9998314380645752,16,0.9892116189002991
12,0,3,3,0,0.9999908208847046,3,0.9992713332176208,3,0.9992621541023254
13,0,0,0,0,0.9998111128807068,0,0.9999933242797852,0,0.9998044371604919
14,6,6,12,6,1.0,6,0.9999370574951172,12,0.9999370574951172
15,6,1,7,6,0.9994710087776184,1,0.9995404481887817,7,0.9990116953849792
16,5,8,13,5,0.9872127175331116,8,0.9615429043769836,13,0.9492474794387817
17,8,4,12,8,0.9905701875686646,4,0.9999284744262695,12,0.9904993176460266
18,8,4,12,8,0.9087322950363159,4,0.9998756647109985,12,0.9086202383041382
19,9,3,12,9,0.49710822105407715,3,0.9999431371688843,12,0.497079998254776
21,8,0,8,8,0.9988077878952026,0,0.9999710321426392,8,0.9987788796424866
22,6,4,10,6,0.9999997615814209,4,0.9999998807907104,10,0.9999996423721313
23,4,0,4,4,0.9999961853027344,0,0.9999719858169556,4,0.9999681711196899
24,9,8,17,9,0.9697657823562622,8,0.9999997615814209,17,0.9697655439376831
25,0,7,7,0,0.9463196396827698,7,0.9951528310775757,7,0.9417327642440796
26,1,9,10,1,0.9998782873153687,9,0.9794088006019592,10,0.9792895913124084
27,9,0,9,9,0.9973215460777283,0,0.9999572038650513,9,0.9972788691520691
28,2,9,11,2,0.7237247228622437,9,0.9976646900177002,11,0.7220367193222046
29,1,3,4,1,0.9999732971191406,3,0.9973185658454895,4,0.9972919225692749
30,7,8,15,7,0.9938963055610657,8,0.9868112206459045,15,0.9807880520820618
31,9,8,17,9,0.9958393573760986,8,0.9999991655349731,17,0.9958385229110718
32,2,5,7,2,0.9978302121162415,5,0.9999852180480957,7,0.9978154897689819
33,8,7,15,8,0.9999263286590576,7,0.9999376535415649,15,0.9998639822006226
34,0,5,5,0,0.8436484336853027,5,0.9996285438537598,5,0.8433350324630737
35,1,5,6,1,0.999990701675415,5,0.9948063492774963,6,0.9947971105575562
37,9,5,14,9,0.9918588995933533,5,0.9999909400939941,14,0.9918498992919922
38,5,8,13,5,0.997459352016449,8,1.0,13,0.997459352016449
39,4,2,6,4,1.0,2,0.9999843835830688,6,0.9999843835830688
40,3,0,3,3,0.999002993106842,0,0.9999996423721313,3,0.9990026354789734
41,4,7,11,4,0.9998588562011719,7,0.9942367076873779,11,0.9940963983535767
42,2,8,10,2,0.9999979734420776,8,0.9959931373596191,10,0.9959911108016968
43,8,2,10,8,1.0,2,0.999723494052887,10,0.999723494052887
44,0,9,9,0,0.9999997615814209,9,0.9864665865898132,9,0.9864663481712341
45,0,1,1,0,0.9999682903289795,1,0.997539758682251,1,0.9975081086158752
46,8,3,11,8,0.9982752799987793,3,0.9999991655349731,11,0.9982744455337524
47,9,0,9,9,0.998394787311554,0,0.9999995231628418,9,0.9983943104743958
48,0,3,3,0,0.9999982118606567,3,0.9995255470275879,3,0.9995237588882446
49,2,3,5,2,0.9999862909317017,3,0.9999953508377075,5,0.9999816417694092
50,3,0,3,3,0.9999971389770508,0,0.9991944432258606,3,0.9991915822029114
51,1,2,3,1,0.9999421834945679,2,0.9999980926513672,3,0.9999402761459351
52,8,7,15,8,0.999578058719635,7,0.9999992847442627,15,0.9995773434638977
53,4,2,6,4,0.9999910593032837,2,1.0,6,0.9999910593032837
54,9,7,16,9,0.9999927282333374,7,0.9996346235275269,16,0.9996273517608643
55,9,5,14,9,0.9986609220504761,5,0.8370612859725952,14,0.8359419107437134
56,4,8,12,4,0.9999998807907104,8,0.998561680316925,12,0.9985615611076355
58,8,2,10,8,0.9999779462814331,2,0.999660849571228,10,0.9996387958526611
59,1,2,3,1,0.9999878406524658,2,0.9970523118972778,3,0.9970402121543884
60,4,5,9,4,0.9996616840362549,5,0.9908818006515503,9,0.9905465841293335
61,1,3,4,1,0.9994538426399231,3,0.9694733023643494,4,0.9689438343048096
62,3,0,3,3,0.9998698234558105,0,0.9999927282333374,3,0.999862551689148
63,9,5,14,9,0.9995550513267517,5,0.9888339638710022,14,0.9883939623832703
64,0,7,7,0,0.999996542930603,7,0.989556610584259,7,0.9895532131195068
65,6,0,6,6,0.9999997615814209,0,0.9999366998672485,6,0.9999364614486694
67,6,6,12,6,0.9999786615371704,6,0.9999998807907104,12,0.9999785423278809
68,7,7,14,7,0.9999966621398926,7,0.9933822154998779,14,0.9933788776397705
69,0,6,6,0,1.0,6,0.9986880421638489,6,0.9986880421638489
70,5,5,10,5,0.9971094727516174,5,0.9969595670700073,10,0.9940778017044067
71,6,7,13,6,0.9999996423721313,7,0.999934196472168,13,0.9999338388442993
72,1,4,5,1,0.9999871253967285,4,0.9999840259552002,5,0.9999711513519287
73,1,1,2,1,0.9999704360961914,1,0.9999831914901733,2,0.9999536275863647
74,0,6,6,0,1.0,6,0.9999983310699463,6,0.9999983310699463
75,9,0,9,9,0.9997001886367798,0,0.9988762736320496,9,0.998576819896698
76,2,1,3,2,0.9999738931655884,1,0.9999092817306519,3,0.9998831748962402
77,1,7,8,1,0.999958872795105,7,0.9995027780532837,8,0.9994616508483887
78,5,1,6,5,0.9981868863105774,1,0.999636173248291,6,0.9978237152099609
79,9,8,17,9,0.993755578994751,8,0.9999403953552246,17,0.9936963319778442
80,1,4,5,1,0.9999068975448608,4,1.0,5,0.9999068975448608
81,6,3,9,6,0.9999998807907104,3,0.9999656677246094,9,0.9999655485153198
82,1,6,7,1,0.9999984502792358,6,0.9999929666519165,7,0.9999914169311523
83,0,4,4,0,0.5129935145378113,4,0.999937891960144,4,0.5129616856575012
84,5,4,9,5,0.9978942275047302,4,0.9999550580978394,9,0.9978494048118591
85,7,4,11,7,0.9998623132705688,4,0.9999994039535522,11,0.9998617172241211
86,3,2,5,3,0.9350050091743469,2,0.9999094009399414,5,0.9349203109741211
87,4,8,12,4,0.9870325326919556,8,0.999998927116394,12,0.9870314598083496
88,4,3,7,4,1.0,3,0.9997357726097107,7,0.9997357726097107
89,3,5,8,3,1.0,5,0.7124485373497009,8,0.7124485373497009
90,5,7,12,5,0.9995346069335938,7,0.9995125532150269,12,0.9990473985671997
91,2,2,4,2,0.9995651841163635,2,0.9999996423721313,4,0.9995648264884949
92,7,2,9,7,0.9997145533561707,2,0.9998993873596191,9,0.9996139407157898
93,7,6,13,7,0.9999973773956299,6,1.0,13,0.9999973773956299
94,1,3,4,1,0.9999982118606567,3,0.9903516173362732,4,0.9903498291969299
95,0,9,9,0,0.9999812841415405,9,0.9995380640029907,9,0.9995193481445312
96,0,6,6,0,0.9988893866539001,6,0.999813973903656,6,0.9987035393714905
97,4,6,10,4,0.9999994039535522,6,1.0,10,0.9999994039535522
98,0,0,0,0,0.9517603516578674,0,0.9999990463256836,0,0.9517594575881958
99,3,9,12,3,0.9999960660934448,9,0.9271367192268372,12,0.9271330833435059
100,9,4,13,9,0.9958051443099976,4,0.9150376915931702,13,0.9112176299095154
